method,rank,feature,score
shap,99,clinical_hemorrhage_to_vessel_ratio,0.0019496151838965553
shap,100,vessel_tortuosity_std,0.0019382114734261986
shap,101,rgb_g_mean,0.0019364559915776023
shap,102,ma_nasal_count,0.0019295810778660635
shap,103,vessel_tortuosity_max,0.0019110431404096358
shap,104,lesion_density_score,0.0018931981451397178
shap,105,glcm_energy_90,0.0018914201458499925
shap,106,clinical_exudate_burden_score,0.0018677486821928025
shap,107,hard_exudate_count,0.0018447196582321846
shap,108,hsv_v_mean,0.0018361717871380604
shap,109,lab_color_b_min,0.0018159189781510802
shap,110,superior_texture_std,0.001812181960649781
shap,111,clinical_vessel_abnormality_score,0.0018074261591044542
shap,112,quality_adjusted_lesion_density,0.0018072505652296659
shap,113,glcm_energy_135,0.0018057943771103292
shap,114,inferior_texture_std,0.0018032116050076717
shap,115,glcm_energy,0.0017948089130560003
shap,116,all_lesion_area,0.001787861118366421
shap,117,lab_color_a_std,0.0017631181410003604
shap,118,stage_progression_score,0.0017441210578877302
shap,119,superior_lesion_count,0.0017296743090538923
shap,120,glcm_contrast_0,0.0017137432192192183
shap,121,temporal_texture_std,0.0017039178347354757
shap,122,texture_variance,0.0016983871303991186
shap,123,hemorrhage_count,0.0016922204618770318
shap,124,area_adjusted_hemorrhage_count,0.001672153272703874
shap,125,rgb_r_min,0.0016566207860584372
shap,126,hard_exudate_brightness_mean,0.001651433693340832
shap,127,wavelet_horizontal_energy,0.001647482554906961
shap,128,rgb_g_std,0.0016438413795474029
shap,129,lab_color_l_mean,0.0016275263123718311
shap,130,exudate_count,0.0016247158975574263
shap,131,glcm_energy_45,0.0016186390097908026
shap,132,superior_lesion_density,0.0016141463171761104
shap,133,all_lesion_aspect_ratio_mean,0.0016109363711670419
shap,134,exudate_area,0.0015729065475176185
shap,135,quality_contrast,0.0015594704499189227
shap,136,rgb_r_mean,0.001557445743101444
shap,137,clinical_lesion_burden_score,0.0015560353847886871
shap,138,hemorrhage_largest_area,0.0015526667233210951
shap,139,vessel_curvature_mean,0.0015191015924570727
shap,140,glcm_energy_0,0.0015178610105334427
shap,141,nasal_lesion_count,0.0015059994504254802
shap,142,area_adjusted_exudate_count,0.0015009660667586217
shap,143,clinical_microaneurysm_density_score,0.0014490023225468562
shap,144,combined_lesion_burden,0.0014453358295301387
shap,145,clinical_total_lesion_count,0.001439155175612677
shap,146,advanced_dr_indicator_score,0.0013993734849233547
shap,147,hemorrhage_mean_area,0.0013542183031580355
shap,148,exudate_burden_score,0.0013441534175711535
shap,149,total_lesion_count,0.0013117928199975213
shap,150,hsv_v_max,0.0012872903435802367
shap,151,clinical_total_lesion_area,0.001282664330705144
shap,152,hard_exudate_texture_std,0.0012825954472760557
shap,153,clinical_referable_pathology_score,0.0012372266814394072
shap,154,ma_distance_to_optic_disc_mean,0.0012009311246033336
shap,155,rgb_r_max,0.0011744982621316698
shap,156,ma_count,0.0011532422447626
shap,157,texture_kurtosis,0.0011515321120750192
shap,158,ma_area,0.0011362573471385665
shap,159,ma_to_exudate_ratio,0.0011293054685899595
shap,160,ma_distance_to_optic_disc_min,0.001114868644256348
shap,161,vessel_curvature_std,0.0011103243601694676
shap,162,hard_exudate_max_area,0.0010186272688110923
shap,163,hard_exudate_texture_mean,0.0010076925933322582
shap,164,referable_lesion_score,0.0010047774920088843
shap,165,hsv_h_max,0.0010014482796102204
shap,166,vessel_complexity_score,0.0009905023016648791
shap,167,exudate_mean_area,0.0009839100254874654
shap,168,cotton_wool_solidity_mean,0.0009757367181990152
shap,169,hard_exudate_distance_to_macula_mean,0.0009714562229437665
shap,170,ma_temporal_count,0.0009404808975462795
shap,171,vessel_branchpoint_count,0.0009318024746302416
shap,172,ma_superior_count,0.0009317118168877569
shap,173,inferior_lesion_count,0.0009233588912357658
shap,174,area_adjusted_ma_count,0.0009166849509370941
shap,175,ma_inferior_count,0.0008974088881134887
shap,176,inferior_lesion_density,0.0008801530959365939
shap,177,ma_max_area,0.0008766580928471774
shap,178,hemorrhage_to_exudate_ratio,0.0008685051980260195
shap,179,hemorrhage_to_ma_ratio,0.0008672224322958595
shap,180,ma_density,0.0008599823462541104
shap,181,neovascularization_likelihood_score,0.0008581506243770302
shap,182,ma_density_per_retinal_area,0.0008383938002549808
shap,183,hard_exudate_mean_area,0.0008356672095521957
shap,184,vessel_branching_count,0.0008088229103629784
shap,185,nasal_lesion_density,0.0007978515116646106
shap,186,texture_lesion_interaction,0.0007915153259431564
shap,187,lesion_vessel_interaction,0.0007871507999171971
shap,188,all_lesion_convex_hull_area_mean,0.0007726074584404149
shap,189,rgb_g_min,0.0007714822416922271
shap,190,all_lesion_perimeter_mean,0.0007357598883095387
shap,191,cotton_wool_count,0.0007199824407484958
shap,192,cotton_wool_distribution_entropy,0.0007114162358396046
shap,193,ma_mean_area,0.0006854208440810104
shap,194,soft_exudate_brightness_mean,0.0006709064291448469
shap,195,cotton_wool_aspect_ratio_mean,0.0006495109259544265
shap,196,cotton_wool_circularity_mean,0.0006200877204441725
shap,197,clinical_exudate_to_microaneurysm_ratio,0.0005038872800725025
shap,198,rgb_b_min,0.00045342644411541745
shap,199,hsv_s_min,0.00045300400038427986
shap,200,cotton_wool_area,0.00044172832752203907
shap,201,cotton_wool_mean_area,0.0003725802737788791
shap,202,soft_exudate_distance_to_macula_mean,0.00029202133502596856
shap,203,soft_exudate_count,0.00027475429696902114
shap,204,soft_exudate_distance_to_optic_disc_mean,0.00025468155738218455
shap,205,soft_exudate_brightness_std,0.00022698858512571453
shap,206,soft_exudate_texture_std,0.00020581967308599402
shap,207,soft_exudate_coverage_pct,0.0001996041974661271
shap,208,soft_exudate_area,0.00017395701546935846
shap,209,soft_exudate_max_area,0.0001604222037435999
shap,210,hsv_s_max,0.00015806351405196466
shap,211,soft_exudate_texture_mean,0.00014471520521121918
shap,212,soft_exudate_mean_area,0.0001437575176990857
shap,213,hsv_h_min,8.423659589952998e-06
